180	ASPIDOSTOMATIDAE	Jullien, 1888	8	1		Colony encrusting or erect, bilaminar, fenestrate or vinculariiform. Zooids very large. often heavily calcified. Cryptocyst extensive, opesia small. Paired opesial grooves flanking the proximal cryptocyst above a 'polypide tube'. Avicularia interzooidal or vicarious. Ovicells immersed or prominent and hyperstomial with a separate orifice. (after Hayward, 1995 and ?)	1	201		
181	COSCINOPLEURIDAE	Canu, 1913	8	1			0	215		
182	SETOSELLINIDAE	Hayward & Cook, 1979	8	1		Colony encrusting very small substrata, often becoming free peripherally ...   (Hayward & Cook, 1979)	1	175		
183	FUSICELLARIIDAE	Canu, 1900	8	1			0	218		
184	MELICERITIDAE	Vigneaux, 1949	8	0	=Cellariidae		0	214		
185	SKYLONIIDAE	Sandberg, 1963	8	1			0	219		
186	FARCIMINARIIDAE	Busk, 1852	8	1		Colonies erect, weakly calcified, rooted. Branches may be 4-6- serial, bilaminar with zooids on one surface only, or unilaminar. Little or no gymnocyst or cryptocyst. Avicularia absent or adventitious and small. Ovicells endozooidal, closed by zooidal operculum, but may be inflated on external surface of the branch.	1	169		
187	BICORNIFERIDAE	Keij, 1977	8	1			0	220		
188	PORICELLARIIDAE	Harmer, 1926	8	1			1	190		
189	DORYPORELLIDAE	Grischenko, Taylor & Mawatari, 2004	8	1			0	162		
190	EUOPLOZOIDAE	Harmer, 1926	8	1			1	185		
191	CALESCHARIDAE	Cook & Bock, 2001	8	1		Colony well calcified, encrusting to erect, adeoniform or fenestrate and bilaminar. Zooids with a large opesia, and a well developed cryptocyst, which may be produced proximally as a median process, forming paired 'opesiules', or as a denticle. Avicularia and spines absent.  Brooding zooids large, with a dimorphic orifice, ovicell capsule endozooidal, very large, protruding into the cavity of the next distal zooid. (after Cook & Bock MS)	1	170		
192	BUGULIDAE	Gray, 1848	8	1		Colonies erect, unjointed, weakly calcified, flexible, attached by rhizoids; rarely adnate uniserial.   Zooids with extensive frontal membrane, with terminal or subterminal flap for extrusion of tentacles.  Avicularia pedunculate, or absent in a few species; interzooecial avicularia in one species. Marginal or distal spines present in most species. Ovicells usually prominent, independent or hyperstomial; absent in a few species.	1	179		
193	HALOPHILIDAE	Vigneaux, 1949	8	0	=Bugulidae		0	179		
194	BICELLARIELLIDAE	Levinsen, 1909	8	1		Colony erect, bushy, profusely branched, unjointed, weakly calcified, attached by rhizoids. Zooids turbinate, with long, tubular gymnocyst and rounded, terminal opesia, surrounded by long, jointed spines. Avicularia small, pedunculate. Ovicells small, independent and hyperstomial, with a membranous outer layer. (after Hayward & Ryland).	1	180		
195	MENIPEIDAE	Vigneaux, 1949	8	0	=Candidae		0	186		
196	PETALOSTEGIDAE	Gordon, 1984	8	1		Colony erect, uniserial or branching, delicate. Zooids elongate, with long, tubular, proximal portions, the opesia distal. Frontal membrane overarched by flattened spines. Avicularia sessile.   Ovicell terminal hyperstomial on brooding zooid. Elongate and spine-like kenozooids occur, former with tiny opesiae. (after Gordon & d'Hondt, 1991).	1	273		
197	PSEUDOPORICELLARIIDAE	d'Hondt, 1987	8	0	=Candidae		0	186		
198	SADKOIDAE	Kluge, 1962	8	0	invalid; =Bugulidae (part)		0	179		
199	COSTULIDAE	Jullien, 1886	8	0	=Cribrilinidae		0	250		
200	BEANIIDAE	Canu & Bassler, 1927	8	1		Colony of spreading sheets or uniserial chains of disjunct zooids, largely adnate, attached by rootlets to the substrate. Zooids weakly calcified, with extensive frontal membrane. Marginal and distal spines often present, Pedunculate avicularia present in many species, or absent. Ovicells generally absent, but occur as distal extensions of the zooid in some species.	1	183		
201	SCRUPOCELLARIIDAE	Levinsen, 1909	8	0	=Candidae		0	186		
202	CANDIDAE	d'Orbigny, 1851	8	1		Colony erect, branching; branches unilaminar or bilaminar, biserial or multiserial, attached by rootlet system. Most are articulated, with internodes ranging from paired zooids to extensive lengths. Frotnal with extensive gymnocyst, and a narrow border of cryptocyst. Opesia elongate, with a modified spine (scutum) arching over the frontal membrane in many species. Distal spines present in many species. Avicularia frequent, adventitious; setiform avicularia (vibracula) on the basal side in several species. Avicularia absent in some species.  Ovicells hyperstomial.	1	186		
203	RHABDOZOIDAE	MacGillivray, 1887	8	1		Colony erect, profusely branched, attached by rhizoids, composed of calcified internodes connected by the modified gymnocysts of special, frontally budded zooids.  Zooids with a long gymnocyst and opesia surrounded by long, jointed spines. Avicularia sessile. Ovicells hyperstomial with a frontal area (Cook & Bock, 1994).	1	182		
204	EPISTOMIIDAE	Gregory, 1893	8	1		Colony erect or adnate, articulated, with zooids in paired internodes. Zooids with largely membranous frontal. Avicularia pedunculate and adventitious. Embryos brooded in gonozooids or large hyperstomial ovicells.	1	184		
205	JUBELLIDAE	new	8	1			0	187		
206	CRIBRILINIDAE	Hincks, 1879	8	1		Colony encrusting or erect. Frontal wall with extensive area of frontal membrane, almost entirely concealed by a shield of calcified hollow flattened spines, fusing medially to form a costal area, with openings between the spines for the passage of water from the epistegal space beneath the shield. Uncalcified windows may occur on the upper surface of the calcified spines. Gymnocyst extensive to absent. The primary orifice is uncalcified; the opening in the frontal shield is a secondary calcified orifice, its appearance variable, depending on the development of the distal pair of costal spines. Oral spines present in some forms. Avicularia adventitious, or interzooidal to vicarious, or absent. Ovicells hyperstomial, prominent; with smooth calcification or with varying types of windows in the ectooecium, or with pseudopores.	1	250		
207	LEKYTHOGLENIDAE	Marsson, 1887	8	1			0	251		
208	ARACHNOPUSIIDAE	Jullien, 1888	8	1		Colony encrusting, with unilaminar and bilaminar expansions, fragile, but moderately well calcified, or erect, branched, well calcified. Zooids with umbonuloid frontal shield with uncalcified foramina, sometimes extensive or reduced to a single pore. Primary orifice uncalcified, calcified orifice sometimes with a large, unilateral spine. Other spines and sessile, adventitious, interzooidal and vicarious avicularia common. Ovicells hyperstomial, with an endooecial frontal area. (Cook, 1977, Gordon, 1984, Hayward, 1995). N.B. If this is to include Poricella,  it really makes this family impossibly widely based. However, you cannot really include Poricella  in with Exechonellidae either.	1	300		
209	BELLULOPORIDAE	new	8	1			0	254		
210	CHORIZOPORIDAE	Vigneaux, 1949	8	1		Colony encrusting, thinly calcified, forming a sheet or network of disjunct zooids connected by tubular processes which are extensions of pore-chambers. Zooids with a gymnocystal frontal and semicircular orifice. Avicularia interzooidal. Ovicells hyperstomial and prominent. (after Hayward & Ryland Synopsis, Gordon, 1984).	1	276		
211	CONCATENELLIDAE	Bock & Cook, 1996	8	1			0	270		
212	HIPPOTHOIDAE	Busk, 1859	8	1		Colony thinly calcified, encrusting, uniserial and branched, or multiserial, occasionally erect. Zooids have a gymnocystal frontal and almost terminal orifice, a gizzard sometimes present. Complex pore-chambers with frontal windows often present, allowing growth of frontally-budded polymorphs. Colonies may include autozooids, small male zooids, dimorphic brooding zooids with large ovicells, minute zooeciules of unknown function, or rare vicarious avicularia. (after Ryland & Gordon, 1977).	1	275		
213	MIXTOPELTIDAE	Gordon, 1994	8	1			1	265		
214	EURYSTOMELLIDAE	Levinsen, 1909	8	1		Colony thinly calcified, forming encrusting sheets, or free-living, lunulitiform, anchored by basal rhizoids. Zooids with extensive gymnocystal frontal, with minute oral cryptocyst embayments and small, proximal costal areas. Avicularia absent. Ovicells large, immersed, sometimes kenozooidal, with uncalcified frontal windows. (after Bock & Cook)	1	271		
215	PLATYGLENIDAE	Marsson, 1887	8	1			0	264		
216	UMBONULIDAE	Canu, 1904	8	1		Colony encrusting, forming sheets, or semi-erect, unilaminar, anastomosing and convoluted. Frontal shield umbonuloid. Ovicells immersed. (see Gordon, 1989,	1	325		
217	STEPHANOPORINAE	Gordon, 1993	8	0	=Exechonellidae		0	301		
218	ROMANCHEINIDAE	Jullien, 1888	8	1		Colony encrusting forming sheets, or erect, branched, moderately to well-calcified. Zooids with umbonuloid frontal shield and large, marginal areolae. Orifices with raised peristome, often with a proximal tooth and distal spines. Avicularia often oral, paired, sometimes large. Ovicells hyperstomial, with pores frontally, becoming immersed. (after Gordon, 1989, Hayward, 1995).	1	314		
219	GEMELLIPORELLIDAE	Vigneaux, 1949	8	1			1	324		
220	EXECHONELLIDAE	Harmer, 1957	8	1		Colony usually encrusting, well calcified, forming sheets, occasionally multilaminar. Zooids very large, with thickened, sometimes tubular peristomes. Frontal shield umbonuloid with large, rounded foramina, sometimes with spinous processes, and usually marginally thickened or tubular. Avicularia not common, if present, marginal or sutural, usually small. Ovicell absent, brooding in interior ovisacs of undifferentiated zooids. (after Cook, 1985, Fransen, 1986, Cook & Bock Ms)).	1	301		
221	COLUMNOTHECIDAE	new	8	1			0	267		
222	METRARABDOTOSIDAE	Vigneaux, 1949	8	1		Colony encrusting or erect, branched, heavily calcified, often deeply pigmented. Zooids large, with umbonuloid frontal shield, surrounded by prominent areolae. Secondary orifices with distal oral shelf and proximal pseudosinus. Avicularia oral, adventitious. Brooding zooids dimorphic, with enlarged distal chamber and wide orifice. (after Cook, 1985 and Hayward, 1995).	1	329		
223	TAENIOPORINIDAE	new	8	1			0	268		
224	ADEONIDAE	Busk, 1884	8	1	Jullien, 1903 (Taylor)	Colony encrusting or erect, arising from an encrusting base and anchored by partially calcified, kenozooidal rhizoid system. Highly calcified, branching, bilaminar, sometimes fenestrate, often massive and very large. Zooids with umbonuloid frontal shield, with marginal areolae and central spiramen complex. Secondary orifice subterminal, with adventitious, oral avicularia; other interzooidal and vicarious avicularia typically present. Brooding in interior ovisacs of enlarged zooids with dimorphic orifices. (after Harmer, 1957, Bock & Cook MS).	1	302		
225	HAPLOPOMIDAE	new	8	1			0	278		
226	PETRALIIDAE	Levinsen, 1909	8	1		Colony well calcified, brightly pigmented, erect, unilaminar, curved, fan-shaped and usually fenestrate, anchored by rhizoids. The zooids have lepralioid frontal shields with numerous pseudopores, the orifice is circular, with some marginal teeth or a lyrula. Avicularia small, oral, and  adventitious, or large, sub-fenestral and vicarious. Ovicells prominent, hyperstomial and finely porous. (after Bock, 1982).	1	378		
227	DYSNOETOPORIDAE	Voigt, 1971	8	1			0	280		
228	PETRALIELLIDAE	Harmer, 1957	8	1		Colony well calcified, often brilliantly pigmented, encrusting a wide variety of substrata, or erect, often tubular, even lunulitiform and free-living, anchored or supported by rhizoids arising from pore chambers in the basal walls. Frontal shield lepralioid with numerous pseudopores, orifice with denticles and sometimes a lyrula and suboral mucro. Avicularia numerous, adventitious, oral or sutural. Ovicells hyperstomial, prominent, finely porous. (after Bock, 1982, Bock & Cook, 200X in press).	1	380		
229	DHONDTISCIDAE	Gordon, 1989	8	1			1	310		
230	LEPRALIELLIDAE	Vigneaux, 1949	8	1		Colony well to heavily calcified, encrusting or semi-erect, mammilliform, or small, free-living, anchored by extrazooidal peduncles or rhizoids. Zooids well integrated, often frontally budded, forming maculae associated with excurrent chimneys. Small, globular or rounded colonies often with reversed frontal budding. Zooid frontal shields umbonuloid, smooth, with marginal areolae, and oral or other adventitious avicularia. Very large, interzooidal or vicarious avicularia often present Ovicells prominent, shallow, 'cucullate'.(after numerous authors including Cook & Chimonides, 1981, Bock, 1982, Hayward, 1995).	1	308		
231	TRYPOSTEGIDAE	Gordon, Tilbrook & Winston, 2005	8	1		Colony encrusting, forming sheets, thinly calcified. Zooids with a gymnocystal frontal and a sinuate orifice. Types of zooid present  include autozooids, 'zooeciules' of unknown function, and brooding zooids with distal kenozooids, which produce a large, frontally budded ovicell.  The Fauna copy refers to an unpublished? paper by Gordon...., but what about Kev?	0	277		
232	MICROPORELLIDAE	Hincks, 1879	8	1		Colony well calcified, encrusting, sometimes multilaminar, occasionally erect. Zooids with a lepralioid frontal shield, with prominent marginal pores, and often with pseudopores. Orifice semi-circular, straight proximally, with a median, suboral ascopore. Avicularia, if present, adventitious and oral. Ovicells hyperstomial; with marginal pores and often with pseudopores frontally, sometimes combining with a raised peristome to form a spiramen. (after ? -we need a note that this needs breaking up).	1	376		
233	PSEUDOLEPRALIIDAE	Silen, 1942	8	1			1	305		
234	INVERSIULIDAE	Vigneaux, 1949	8	1		Colony forming, multilaminar sheet, thickly calcified. Frontal shield ??? with marginal pores and a central ascopore?.  Avicularia adventitious and oral. Calcified brooding zooids dimorphic, interior ovisacs  known in some species? N.B there seem to be two groups here, what do we do??	1	303		
235	BRYDONELLIDAE	new	8	1			0	306		
236	CHLIDONIOPSIDAE	Harmer, 1957	8	1			1	330		
237	NEPHROPORIDAE	Marsson, 1887	8	1			0	307		
238	CYCLICOPORIDAE	Hincks, 1884	8	1		Colony moderately calcified, encrusting, zooids very long with large rounded orifices. The frontal shield is lepralioid, and has numerous pseudopores. Avicularia are absent. Ovicells are very large, hyperstomial and globular. The frontal calcification is porous and tuberculate.	1	382		
239	BEISSELINIDAE	new	8	1			0	311		
240	PORINIDAE	d'Orbigny, 1852	8	1		Colony well- to massively calcified, erect, branched, arising from a small, encrusting base. Branches circular or flattened, zooids arranged in whorls. Primary orifice deeply immersed in a peristome which is not prominent, but is often surrounded by small avicularia at the surface. Proximal spiramen present. Ovicell completely immersed, with a dimorphic secondary orifice. (after Bock, 1982, Gordon, 1989).	1	350		
241	CHEILOPORINIDAE	Bassler, 1936	8	1		Colony well calcified, or extremely delicate, unilaminar to multilaminar. Autozooids with a lepralioid frontal shield and numerous pseudopores. Orifice usually with well-developed condyles; operculum with a submarginal sclerite; long opercular or circumopercular cuticular spines sometimes present. Brooding zooids with a dimorphic, usually enlarged orifice, ovicell hypostomial and dependent, often reduced, sometimes vestigial.	1	366		
242	TESSARADOMIDAE	Norman, 1869	8	1			1	326		
243	HIPPALIOSINIDAE	Winston, 2005	8	1			0	373		
244	GIGANTOPORIDAE	Bassler, 1935	8	1		Colony encrusting, moderately calcified, zooids with lepralioid frontal shield with numerous pseudopores, often brilliantly pigmented. Avicularia oral, often paired, flanking a raised peristome with median proximal spiramen. Ovicells large and hyperstomial, with a porous frontal.  (after Cook, 1985, Ryland & Hayward, 1992).	1	363		
245	HINCKSIPORIDAE	Powell, 1968	8	1		Colony erect, rigid, arising from a sheet of polymorphic zooids, or anchored by rhizoids, thickly calcified, subcircular or flabellate. Zooids in two, to many longitudinal series, facing mainly on one aspect; zooidal boundaries obscured by continuous secondary calcification. Frontal wall regularly porous, the pores in longitudinal sulci where the wall is thicker. Secondary orifice subtriangular to circular, with one or more peristomial avicularia often concealed. Ovicell visible as a bulge in younger zooids, later concealed, opening into the peristome. Uniporous mural septula present (Gordon, 1988). (this version needs correlating with Phil's)Colony erect, rigid, arising from a sheet of polymorphic zooids, or anchored by rhizoids, thickly calcified, subcircular or flabellate. Zooids with umbonuloid frontal shield, rapidly becoming obscured by massive calcification, peristome deep but not prominent. Small peristomial avicularia and hyperstomial, imperforate ovicells becoming concealed by secondary thickening. Southern hemisphere only, nearly all species endemic to the Antarctic, occurring in multispecific, perennial communities. (after Hayward, 1995).	1	327		
246	EUTHYROIDIDAE	Levinsen, 1909	8	1		Colony erect, branching, attached by rhizoids. Branches flexible, weakly calcified, unilaminar; calcification gymnocystal, imperforate. Long narrow kenozooids on margins of branches. A small costal field proximal to orifice, in some forms vestigial, visible only as a sutural line in the calcification. Orifice rounded to semicircular with concave proximal margin. No spines or avicularia. Ovicells often in groups, hyperstomial, prominent, with a pair of windows in the ectooecium.	1	252		
247	PHOCEANIDAE	Vigneaux, 1949	8	1			1	370		
248	EMINOOECIIDAE	Hayward & Thorpe, 1988	8	1		Colony moderately to well calcified, arising from a small encrusting base, erect, with narrow, sometimes anastomosing branches.  Zooids in whorls, or in frontal, zooidal  and abfrontal, non-zooidal series. Frontal shields lepralioid, elongated, with a few prominent marginal areolae only. Primary orifice often sinuate, with a suboral avicularium, other avicularia frontal. Ovicell large and globular, with two distinct and separated calcified layers, or with marginal septular pores.(after Hayward & Thorpe, 1988, Gordon & d'Hondt, 1997, and Bock & Cook,2001 - the family is impossible to maintain for the genera included).	1	389		
249	CELLEPORARIIDAE	Harmer, 1957	8	0	=Lepraliellidae		0	308		
250	SCHIZOPORELLIDAE	Jullien , 1883	8	1		Colony well calcified, encrusting with unilaminar or frontally budded expansions, occasionally bilaminar. Zooids with lepralioid frontal shield, often with pseudopores. Orifice with a proximal sinus. Avicularia adventitious, occasionally interzooidal and very large. Ovicell hyperstomial, sometimes very large, with similar structure to the zooid frontal, entooecium and ectooecium fused. (after? )	1	344		
251	LACERNIDAE	Jullien, 1888	8	1		Colony encrusting, weakly calcified. Zooids with a lepralioid frontal shield which is imperforate centrally, but has marginal septular pores and complex, submarginal, stellate pseudopores. The orifice is straight proximally, with a narrow median sinus. Avicularia absent. Ovicell prominent and hyperstomial, with a membranous ectooecium and entooecium with marginal pores.  (after Parker & Gordon, 1992).	1	384		
252	STOMACHETOSELLIDAE	Canu & Bassler, 1917	8	1		Colony heavily calcified, often massive and brightly pigmented. Zooids  with a bell-shaped primary orifice with condyles. Avicularia adventitious, oral and small, or large and vicarious. Ovicells hyperstomial, but immersed in secondary calcification, with an uncalcified central frontal area, which becomes occluded by a cribriform plate. (after Bock, 1982, Hayward & Ryland, 1995 for Australian species only)	1	346		
253	MAWATARIIDAE	Gordon, 1990	8	1		Colony erect, uniserial, branching, non-segmented, the zooids facing mainly on one aspect. Frontal wall cryptocystidean, with scattered pores. Primary orifice sunken, with shallow sinus; secondary (peristomial) orifice with pseudosinus. No oral spines. No avicularia. Ovicell peristomial. Ancestrula resembling later zooids, anchored by a chitinous portion. (Gordon, 1990).	1	371		
254	MYRIAPORIDAE	Gray, 1841	8	1	Gray, 1849 in Taylor		1	360		
255	KLEIDIONELLIDAE	Vigneaux, 1949	8	0	=Lepraliellidae?		0	308		
256	MYRIOZOIDAE	Smitt, 1867	8	0	=Myriaporidae		0	360		
257	BUFFONELLODIDAE	Gordon & d'Hondt, 1997	8	1		Colony encrusting, weakly to moderately calcified. Zooids with lepralioid frontal shield which has only marginal pores. Primary orifice with a sinus or a lyrula. Avicularia adventitious, suboral or lateral. Ovicell imperforate, with a membranous ectooecium. (after Gordon & d'Hondt).	1	387		
258	HIPPOPODINIDAE	Levinsen, 1909	8	1		Colony moderately calcified, encrusting, forming very large sheets, often associated with corals. Multizooidal ancestrular complex sometimes present. Zooids large, often pigmented, with lepralioid frontal shield with numerous pseudopores. Orifice with oral avicularia. Ovicell large, hyperstomial, prominent, with numerous pores similar to the zooid frontal. (after Gordon, 1989, Ryland & Hayward, 1992).	1	361		
259	DUVERGIERIIDAE	Vigneaux, 1949	8	1			0	362		
260	BITECTIPORIDAE	MacGillivray, 1895	8	1		Colony encrusting or erect. Zooids with a lepralioid ascus. Frontal shield evenly pseudoporous with marginal areolae, or the pseudopores few to absent. Zooidal orifice with or without a lyrula. Articulated oral spines present or absent. Adventitious and vicarious avicularia present or lacking. Ovicell with endooecium and ectooecium calcified but unfused, the ectooecium with several relatively large pores. (Gordon 1994, for Superfamily Smittinoidea)	1	341		
261	NEOEUTHYRIDAE	new	8	1			0	368		
262	HIPPOPORIDRIDAE	Vigneaux, 1949	8	1			1	418		
263	CHEILHORNEROPSIDAE	Annoscia, Braga & Finotti, 1984	8	1			0	375		
264	DIDYMOSELLIDAE	Brown, 1952	8	1		Colony well to heavily calcified, loosely encrusting, semi-erect or erect, arising from an encrusting base. The frontal shield is lepralioid, and all calcified walls are interior walls.  There is a basal coelomic space as well as a frontal hypostegal coelom. The primary orifice is not well defined, and the peristome is long, but immersed in secondary calcification. avicularia are oral or frontal, and often have elongated mandibles. Brooding zooids are immersed and inconspicuous, the brood chamber is peristomial. (after Cook & Chimonides, 1981).	1	392		
265	ASCOSIIDAE	Jullien, 1883	8	1		Colony lunulitiform, concave, free-living, usually well calcified, occasionally delicate, anchored by basal rhizoids. Zooids budded radially, frontal shield lepralioid, pores marginal, orifice large, central, with condyles. Avicularia large, adventitious, oral, rigidly patterned. Brooding zooids enlarged, ovicells very large, hyperstomial, with porous frontal. (after Cook & Chimonides, 1994, who placed Anoteropora  in the Mamilloporidae).	1	400		
266	SMITTINIDAE	Levinsen, 1909	8	1		Colony well calcified, encrusting, often multilaminar, with frontally budded layers, or erect, tubular, with unilaminar, anastomosing expansions. Zooids with lepralioid frontal shield, with or without pseudopores. Orifice usually with a proximal denticle (lyrula). Avicularia adventitious, often oral, sometimes greatly enlarged.  Ovicells hyperstomial, with a porous entooecium and ectooecium, which may be raised forming a margin. (after ?).	1	340		
267	PORELLIDAE'	Vigneaux, 1949	8	0	=Bryocryptellidae		0	312		
268	AUSTRALIANIDAE	Powell, 1966	8	0	=Eurystomellidae		0	271		
269	CUVILLIERIDAE	Annoscia, 1965	8	1			0	423		
270	MARGARETTIDAE	Harmer, 1957	8	1		Colony erect, nodal, well calcified, arising from an erect ancestrula and anchored by numerous rhizoids. Internodes often long and curved, formed by whorls of zooids with porous, lepralioid frontal shields, and terminal orifice with tubular peristome. Ascopore present. Avicularia absent. Brooding in peristomial ovicells with elongated peristomes. (after Harmer, 1957).	1	359		
271	TUBUCELLARIIDAE	Busk, 1884	8	0	=Margarettidae		0	359		
272	TETRAPLARIIDAE	Harmer, 1957	8	1		Colony erect, thinly calcified at first,  arising from a very small, encrusting base, and anchored by numerous, long, cuticular rhizoids. Branches nodal, formed by apposed paired of zooids, nodes cuticular. Zooids elongated proximally, frontal lepralioid, with numerous pseudopores, and nearly terminal, sinuate orifice. Avicularia absent. Brooding in interior ovisacs of enlarged zooids with dimorphic orifices, or in large, porous, hyperstomial ovicells. (after Harmer, 1957, Gordon, 1989).	1	347		
273	CLEIDOCHASMATIDAE	Cheetham & Sandberg, 1964	8	1		Colony moderately well calcified, encrusting, with small erect expansions. Zooids with a lepralioid frontal shield, with marginal areolae, becoming secondarily thickened by a tuberculate outer layer. The primary orifice has a distinct sinus with paired condyles Avicularia are often paired and oral, or frontal. The ovicells are hyperstomial, prominent and globular, with a porous frontal. (Bock & Cook, 1994).	1	399		
274	PHIDOLOPORIDAE	Gabb & Horn, 1862	8	1		Colony well, sometimes heavily calcified, occasionally encrusting and mammiliform, usually erect, arising from a small encrusting base, unilaminar and fenestrate. The zooids are rigidly patterned in fenestrate colonies, and may be brightly pigmented. All frontal shields are lepralioid, and usually smooth, with a few marginal areolae. The primary orifice is often sinuate, and nearly always has a denticulate ('beaded') distal border. Avicularia are adventitious and oral, or very large and associated in position with a fenestra. The ovicell is prominent and hyperstomial, with a frontal suture or fissure, and a proximal tongue (labellum) overhanging the orifice. (after Gordon, 1989, Hayward, 1999).	1	419		
275	BRYOCRYPTELLIDAE	Vigneaux, 1949	8	1			1	312		
276	ADEONELLIDAE	Gregory, 1893	8	1		Colony heavily calcified, growing from a small, encrusting base, erect, dichotomously branched or broad and platelike, often pigmented. Zooids with a lepralioid frontal shield, with numerous pseudopores, primary orifice sinuate. Peristome raised, secondary orifice with a pseudospiramen. Enlarged vicarious avicularia patterned, adventitious avicularia usually oral and small. Brooding zooids strongly dimorphic, patterned in position and accompanied by male zooids. Brood chamber enlarged. (Hayward, 1988).	1	417		
277	SMITTISTOMIDAE		8	0	=Adeonidae		0	302		
278	CRYPTOSULIDAE	Vigneaux, 1949	8	1		Colony forming sheets, thinly to moderately calcified. Zooids with lepralioid frontal shield with numerous pseudopores and large, bell-shaped orifice. Avicularia rare, proximal and oral. Spines and ovicells absent. Brooding in interior ovisacs of undifferentiated zooids. Colonies occur in areas of lowered salinity and are part of a world-wide fouling fauna. (after Hayward & Ryland Synopsis, and Gordon & Mawatari, 1992).	1	365		
279	HIPPELLOZOONIDAE	Vigneaux, 1949	8	0	=Phidoloporidae		0	419		
280	WATERSIPORIDAE	Vigneaux, 1949	8	1		Colony usually encrusting, forming sheets, thinly calcified, often deeply pigmented. Zooids monomorphic, frontal shields lepralioid (cryptocystidean), with numerous pseudopores. Orifice with condyles and denticles defining a proximal sinus, proximal peristome sometimes raised, with a spiramen. Operculum with well- marked, pigmented sclerites. Avicularia absent. Brooding in interior ovisacs of undifferentiated zooids, or in small, porous, hyperstomial ovicells. Some species can withstand desiccation, and form world-wide fouling complexes. (after Cook, 1985, and Gordon & Mawatari, 1992).	1	343		
281	PERIGASTRELLIDAE	Vigneaux, 1949	8	0	=Romancheinidae		0	314		
282	PARMULARIIDAE	Canu & Bassler, 1927	8	1		Colony erect, moderately well calcified, either supported and anchored by an extrazooidal, turgid, cuticular peduncle and additional rhizoids, or encrusting, erect and tubular. Zooids either in bilaminar, round or leaflike lobes, with marginal kenozooids, or unilaminar. Zooid frontals lepralioid (cryptocystidean), with numerous pseudopores and sinuate orifice. Avicularia adventitious and vicarious, sometimes with tentacles and viscera. Brooding in large ovicells derived from several distal zooids, with sutures and pores frontally. (after Cook & Chimonides)	1	364		
283	LANCEOPORIDAE	Harmer, 1957	8	0	=Parmulariidae		0	364		
284	CREPIDACANTHIDAE	Levinsen, 1909	8	1		Colony well calcified, encrusting, often associated with corals. Zooids with a lepralioid frontal shield, with marginal pores only, intercommunicating through prominent pore chambers.  Cuticular spines surrounding each zooid present early in ontogeny. Avicularia paired, oral, usually with setiform or elongated mandibles. Ovicells 'recumbent' with a porous frontal area of entooecium.	1	381		
285	RHAMPHOSTOMELLIDAE	Kluge, 1962	8	0	=Bryocryptellidae		0	312		
286	BIFAXARIIDAE	Busk, 1884	8	1		Colony erect, with proximally jointed branches, lensoid in cross section, the zooids laterally compressed and carinate. Orifice broad, transverse, with a raised proximal rim. Primary spinocyst of several pairs of separated spines. Umbonuloid wall with a median suture and rows of pores. Ovicell immersed. Uniporous mural septula present (Gordon, 1988)	1	262		
287	PHORIOPPNIIDAE	Gordon & d'Hondt, 1997	8	1		Colony erect, branched, sometimes nodal, well calcified. Nodes formed by cuticular kenozooids arising from special sites among autozooids. Zooids with lepralioid frontal shields, sometimes with numerous pseudopores. Orifices either formed by four adjacent shields, or subterminal. Avicularia absent. Ovicells large, hyperstomial, porous.N.B.  Quadriscutella  is quite distinct from the other Phorioppniids - and so is Punctiscutella, which is not  as defined by Gordon & d'Hondt (1997). -see Bock & Cook(1993) for Australian species.	1	349		
288	VICIDAE	Gordon, 1988	8	1		Colony erect, branching, quadriserial, with secondary (reparative) jointing, basally rooted. Zooids cryptocystidean, relatively thick walled, with frontal pores. Primary orifice sunken, with broad poster and small condyles; no oral spines. Secondary orifice flush with frontal surface, with a median suboral avicularium, lacking crossbar, on the proximal rim. No other avicularia. No ovicells. (Gordon, 1988)	1	372		
289	HIPPOPORINIDAE	Brown, 1952	8	0	=Bitectiporidae		0	341		
290	CELLEPORIDAE	Johnston, 1838	8	1	Busk, 1852 in Taylor (Lamouroux, 1821?)	Colony well to heavily calcified, encrusting, minute to massive, or erect and branched. Early astogenetic stages may be sheet-like, later growth is usually formed by frontal buds. The frontal shield is lepralioid, with marginal areolae, and the primary orifice is usually sinuate. Avicularia are adventitious and oral, or large and vicarious. The ovicell is often prominent, hyperstomial, and has a frontal area formed by a lacuna in the ectooecium, bordered by pores, termed a tabula.	1	411		
291	SCHISMOPORIDAE	Gregory, 1893/ Vigneaux, 1949	8	0	=Celleporidae		0	411		
292	LEKYTHOPORIDAE	Levinsen, 1909	8	1		Colony principally erect, branches arising from a minute encrusting base, heavily calcified, sometimes reticulate, becoming massive. Following the earliest astogenetic stages, all budding is frontal and reversed, so that the proximal orificial sinus appears on the topographically distal side. The secondary orifice occurs at the end of a tubular peristome. Avicularia are adventitious and oral, or interzooidal. The ovicell is a globular diverticulum of the distal peristome, with a frontal area or pore, which appears to be proximal in position. (after Bock & Cook, 2001).	1	422		
293	AULOPOCELLIDAE	Vigneaux, 1949	8	0	=Lekythoporidae		0	422		
